000260	1	16756	Accordion Networks, Inc.
000261	1	18079	Tilgin AB
000262	1	16756	Soyo Group Soyo Com Tech Co., Ltd
000263	1	19530	RPS S.p.A.
000264	1	16756	AudioRamp.com
000265	1	16756	Virditech Co. Ltd.
000266	1	16756	Thermalogic Corporation
000267	1	16756	NODE RUNNER, INC.
000268	1	16756	Harris Government Communications
000269	1	16756	Nadatel Co., Ltd
00026a	1	16756	Cocess Telecom Co., Ltd.
00026b	1	16756	BCM Computers Co., Ltd.
00026c	1	16756	Philips CFT
00026d	1	16756	Adept Telecom
00026e	1	16756	NeGeN Access, Inc.
00026f	1	16756	Senao International Co., Ltd.
000270	1	16756	Crewave Co., Ltd.
000271	1	20298	Zhone Technologies, Inc.
000272	1	16756	CC&C Technologies, Inc.
000273	1	16756	Coriolis Networks
000274	1	16756	Tommy Technologies Corp.
000275	1	16756	SMART Technologies, Inc.
000276	1	16756	Primax Electronics Ltd.
000277	1	16756	Cash Systemes Industrie
000278	1	16963	SAMSUNG ELECTRO MECHANICS CO., LTD.
000279	1	16756	Control Applications, Ltd.
00027a	1	16756	IOI Technology Corporation
00027b	1	16756	Amplify Net, Inc.
00027c	1	16756	Trilithic, Inc.
00027d	1	16756	Cisco Systems, Inc
00027e	1	16756	Cisco Systems, Inc
00027f	1	16756	ask-technologies.com
000280	1	16756	Mu Net, Inc.
000281	1	16756	Madge Ltd.
000282	1	16756	ViaClix, Inc.
000283	1	16756	Spectrum Controls, Inc.
000284	1	17592	UK Grid Solutions Limited
000285	1	16756	Riverstone Networks
